Machine,Process,Quality_Label,Filename,ch_0_mean,ch_0_std,ch_0_rms,ch_0_max,ch_0_min,ch_0_peak,ch_1_mean,ch_1_std,ch_1_rms,ch_1_max,ch_1_min,ch_1_peak,ch_2_mean,ch_2_std,ch_2_rms,ch_2_max,ch_2_min,ch_2_peak
M02,OP10,good,M02_Feb_2021_OP10_007.h5,-1.4529708059210527,416.30606640004487,416.30860193568117,2520.0,-2086.0,2520.0,0.26107113486842104,183.37394444410805,183.37413028867593,1122.0,-1098.0,1122.0,-1032.6167249177631,227.4099335656638,1057.3611390930853,-179.0,-1961.0,1961.0
M02,OP10,good,M02_Feb_2021_OP10_008.h5,-1.4502939551767677,411.36691535178045,411.36947188457646,2061.0,-2121.0,2121.0,-0.5343868371212122,178.08792920466007,178.08873096772774,1089.0,-1143.0,1143.0,-1032.8400213068182,220.34853696119745,1056.0833240582908,-150.0,-1905.0,1905.0
M02,OP10,good,M02_Feb_2021_OP10_009.h5,-0.9438277264030612,413.2541513235477,413.25522912229775,2151.0,-2172.0,2172.0,2.283123405612245,178.87615266559317,178.89072263516027,1149.0,-1292.0,1292.0,-1032.1175562021683,227.1347043270415,1056.814469871826,-150.0,-1895.0,1895.0
M02,OP10,good,M02_Feb_2021_OP10_010.h5,-1.9016215006510417,393.8503661764353,393.85495693420427,2000.0,-2240.0,2240.0,1.597381591796875,226.09671529686142,226.10235800623536,1407.0,-1397.0,1407.0,-1031.6404317220051,226.90874170102882,1056.299937245056,-218.0,-1912.0,1912.0
M02,OP10,good,M02_Feb_2021_OP10_011.h5,-1.45650390625,409.1934507532346,409.1960429219334,2145.0,-2121.0,2145.0,1.56904296875,182.2827226996218,182.28947553445042,1169.0,-1344.0,1344.0,-1031.8540234375,216.0632343317708,1054.2324444419562,-203.0,-1948.0,1948.0
M02,OP10,good,M02_Feb_2021_OP10_012.h5,-0.85873382260101,412.8507030225102,412.85159610925444,2184.0,-2219.0,2219.0,2.02990845959596,175.2290106580275,175.24076781544144,1188.0,-1169.0,1188.0,-1032.1315202809344,225.43301607971074,1056.46368602817,-76.0,-1953.0,1953.0
M02,OP11,bad,M02_Feb_2019_OP11_000.h5,18.677324295043945,317.73687744140625,318.2853088378906,1803.0,-1815.0,1815.0,17.413137435913086,238.53123474121094,239.1659698486328,1083.0,-1245.0,1245.0,-1049.6280517578125,161.53465270996094,1061.9852294921875,-304.0,-1916.0,1916.0
M02,OP11,bad,M02_Feb_2019_OP11_001.h5,18.551931381225586,314.42376708984375,314.9706115722656,1797.0,-1745.0,1797.0,17.668359756469727,240.64117431640625,241.2889404296875,1124.0,-993.0,1124.0,-1049.636962890625,155.8475341796875,1061.143798828125,-269.0,-1887.0,1887.0
M02,OP11,good,M02_Aug_2019_OP11_000.h5,2.0288001751077585,316.4750281579211,316.4815310214917,2037.0,-1938.0,2037.0,2.8763048895474137,175.30090047515301,175.32449582764278,692.0,-882.0,882.0,-1031.531595164332,128.32762361321252,1039.4832421951232,-238.0,-2469.0,2469.0
M02,OP11,good,M02_Aug_2019_OP11_001.h5,1.3824253941441442,313.0988284253377,313.10188032218747,1819.0,-1786.0,1819.0,2.6134572072072073,171.39219014046284,171.4121145068763,929.0,-802.0,929.0,-1032.2409470016892,133.9224501637903,1040.8922111942318,-308.0,-2381.0,2381.0
M02,OP11,good,M02_Aug_2019_OP11_002.h5,1.9805961277173914,316.2232106051987,316.22941306349253,1834.0,-1821.0,1834.0,3.8421025815217393,168.28926157343614,168.3331141314131,907.0,-1016.0,1016.0,-1031.969921875,125.04057797428541,1039.5177082641917,-298.0,-2420.0,2420.0
M02,OP11,good,M02_Aug_2019_OP11_003.h5,1.9703549592391305,316.5480883172402,316.55422049937147,2603.0,-1825.0,2603.0,3.4544497282608697,170.3176476004179,170.35267625448452,833.0,-1251.0,1251.0,-1032.0759171195652,125.73066570956468,1039.7061599307576,-275.0,-2432.0,2432.0
M02,OP11,good,M02_Aug_2019_OP11_004.h5,1.9818614130434782,316.4453486880756,316.4515547141114,1948.0,-1858.0,1948.0,3.4857931385869567,169.81461824761604,169.85039100452076,925.0,-1040.0,1040.0,-1032.2850458559783,125.25751785187036,1039.8566543886186,-308.0,-2428.0,2428.0
M02,OP11,good,M02_Aug_2019_OP11_005.h5,1.5931300951086957,316.9682136428471,316.9722172737502,2510.0,-1879.0,2510.0,3.7000594429347826,167.64455822009757,167.68538499431887,1317.0,-952.0,1317.0,-1031.754093070652,138.7968996035744,1041.0480718524043,-185.0,-2424.0,2424.0
M02,OP11,good,M02_Aug_2019_OP11_006.h5,1.5475118885869565,317.5105985073497,317.5143696866974,1897.0,-1817.0,1897.0,3.533797554347826,170.53406926359412,170.57067891274698,864.0,-819.0,864.0,-1031.8596212635869,143.27391609766175,1041.758941899801,-185.0,-2471.0,2471.0
M02,OP11,good,M02_Aug_2019_OP11_007.h5,1.5256199048913044,317.1798110642376,317.1834801228457,2545.0,-1807.0,2545.0,3.0606827445652174,170.46504099104115,170.49251590301617,903.0,-767.0,903.0,-1032.3334833559782,135.02071992687416,1041.125840457079,-271.0,-2391.0,2391.0
M02,OP11,good,M02_Aug_2019_OP11_008.h5,1.4537702287946428,313.0088485363997,313.01222453757447,2069.0,-1813.0,2069.0,3.1561715262276784,172.17283564047742,172.20176175401292,853.0,-962.0,962.0,-1032.38423374721,136.74614358764654,1041.4013221980788,-218.0,-2346.0,2346.0
M02,OP11,good,M02_Aug_2019_OP11_009.h5,1.4003734923245614,319.731424845256,319.7344915386759,1901.0,-2016.0,2016.0,2.861782140899123,173.12242844313286,173.1460800222449,956.0,-1046.0,1046.0,-1032.3915330317982,142.90146264915828,1042.2346691139262,-154.0,-2518.0,2518.0
M02,OP11,good,M02_Aug_2019_OP11_010.h5,1.891312839673913,315.7693618671112,315.77502586211614,1897.0,-1840.0,1897.0,2.8919072690217393,168.7074654296863,168.73224949416579,808.0,-819.0,819.0,-1032.4827360733696,128.31514406539102,1040.425574698197,-277.0,-2356.0,2356.0
M02,OP11,good,M02_Aug_2019_OP11_011.h5,1.5603953394396552,315.6234094724007,315.62726663043236,1895.0,-1836.0,1895.0,2.0250622979525863,169.0186993699558,169.03083036541614,1028.0,-1030.0,1030.0,-1032.4530829067887,129.63908795095787,1040.5602632853556,-308.0,-2203.0,2203.0
M02,OP11,good,M02_Aug_2019_OP11_012.h5,1.801672894021739,315.5291237164993,315.5342674552465,1844.0,-1889.0,1889.0,3.186693274456522,167.14068870634907,167.1710645873207,1024.0,-987.0,1024.0,-1031.9318444293478,126.15561692712633,1039.614626306123,-283.0,-2486.0,2486.0
M02,OP11,good,M02_Aug_2019_OP11_013.h5,1.775267454954955,312.1468062827286,312.1518544667706,1731.0,-1881.0,1881.0,3.176880982545045,168.3899393923354,168.41990458770496,1329.0,-1221.0,1329.0,-1031.8409610782658,127.71937964035708,1039.7153499370088,-244.0,-2371.0,2371.0
M02,OP11,good,M02_Aug_2019_OP11_014.h5,1.779669744318182,313.5544855532198,313.5595360293531,1870.0,-1883.0,1883.0,2.9742720170454544,167.94695951257873,167.97329401887413,1048.0,-876.0,1048.0,-1032.0418678977273,126.1299622213075,1039.7207242638663,-277.0,-2525.0,2525.0
M02,OP11,good,M02_Aug_2019_OP11_015.h5,1.8090399380387931,314.8314913419115,314.83668872301,1871.0,-1801.0,1871.0,3.0512106007543105,169.88449074701475,169.91188917348512,839.0,-788.0,839.0,-1032.028631802263,135.40334130740916,1040.8732687973409,-236.0,-2529.0,2529.0
M02,OP11,good,M02_Aug_2019_OP11_016.h5,1.7514311691810345,315.48303696391326,315.48789853671764,2053.0,-1895.0,2053.0,3.1302448141163794,168.03611034006937,168.06526354608874,831.0,-771.0,831.0,-1032.14013671875,131.21486519430957,1040.4473089367673,-275.0,-2494.0,2494.0
M02,OP11,good,M02_Aug_2019_OP11_017.h5,1.88984375,316.75412580546663,316.75976342361537,1983.0,-1938.0,1983.0,2.329763926630435,171.00818319626384,171.0240524605845,1112.0,-1346.0,1346.0,-1032.1989639945652,132.10166662466318,1040.6178701120155,-234.0,-2646.0,2646.0
M02,OP11,good,M02_Aug_2020_OP11_000.h5,-0.2254044524336283,350.39928355797684,350.39935605692915,2055.0,-1899.0,2055.0,4.850689643252212,358.4928852057307,358.52570051970383,1606.0,-1270.0,1606.0,-1031.2357145326328,227.46605799200907,1056.0245766392245,-99.0,-1909.0,1909.0
M02,OP11,good,M02_Aug_2020_OP11_001.h5,0.1645756091101695,347.34340827256796,347.3434472615468,2059.0,-1971.0,2059.0,4.4135493908898304,338.7314569219142,338.76020918441475,1450.0,-1188.0,1450.0,-1031.3030819650423,219.29025119425248,1054.359645063976,-117.0,-1942.0,1942.0
M02,OP11,good,M02_Aug_2020_OP11_002.h5,-1.5692487444196428,345.99513731391323,345.9986959317846,2076.0,-1961.0,2076.0,1.7423793247767858,366.97796626891966,366.98210257801907,1323.0,-1426.0,1426.0,-1032.5458461216517,229.63189429069448,1057.7720601427372,-117.0,-1987.0,1987.0
M02,OP11,good,M02_Aug_2020_OP11_003.h5,-1.167413119612069,349.7589190594965,349.76086732946453,1979.0,-2002.0,2002.0,2.2381212957974137,354.88222279225704,354.88928025640314,1303.0,-1389.0,1389.0,-1032.731832570043,228.93626785118687,1057.8028420935113,-95.0,-1971.0,1971.0
M02,OP11,good,M02_Aug_2021_OP11_000.h5,-1.5362496661324787,312.0312902790016,312.0350720291155,1811.0,-1866.0,1866.0,-0.9238364716880342,153.3938213003576,153.39660324450622,821.0,-915.0,915.0,-1033.272702991453,174.51742754643948,1047.9068714655373,-218.0,-1719.0,1719.0
M02,OP11,good,M02_Aug_2021_OP11_001.h5,-1.042578125,314.4524616150615,314.45418996241483,1940.0,-1815.0,1940.0,1.1671280570652174,153.48225631653378,153.4866938594866,763.0,-747.0,763.0,-1032.804245923913,172.8098275374437,1047.161805497118,-244.0,-1700.0,1700.0
M02,OP11,good,M02_Feb_2019_OP11_000.h5,16.688316345214844,310.17864990234375,310.62725830078125,1938.0,-1907.0,1938.0,15.813316345214844,157.35833740234375,158.15089416503906,1009.0,-741.0,1009.0,-1049.5694580078125,126.60295867919922,1057.177490234375,-335.0,-1815.0,1815.0
M02,OP11,good,M02_Feb_2020_OP11_000.h5,1.105477241847826,320.0345353156876,320.03644460383,1871.0,-1885.0,1885.0,5.558890964673913,326.320694640417,326.3680392124226,1506.0,-1424.0,1506.0,-1031.216168478261,190.24712581062903,1048.618498315851,-284.0,-1809.0,1809.0
M02,OP11,good,M02_Feb_2020_OP11_001.h5,1.0555672860360361,316.81588923269044,316.8176476975292,1905.0,-1852.0,1905.0,5.152194186373874,314.43217005248437,314.47437839806366,1300.0,-1298.0,1300.0,-1031.392164625563,190.2787043456843,1048.7973029038915,-245.0,-1733.0,1733.0
M02,OP11,good,M02_Feb_2020_OP11_002.h5,0.9284078663793104,319.4477414533345,319.44909056186526,1881.0,-1860.0,1881.0,4.604584792564655,336.3204208304897,336.35194018871005,1389.0,-1300.0,1389.0,-1031.5120891702586,192.93152816707592,1049.399716345147,-263.0,-1803.0,1803.0
M02,OP11,good,M02_Feb_2020_OP11_003.h5,1.1143335802801724,318.9195934723719,318.92154025702166,1813.0,-1918.0,1918.0,4.874957906788793,336.59499325553423,336.6302937931851,1380.0,-1428.0,1428.0,-1031.5621043238148,189.56653899238907,1048.8354722178926,-199.0,-1842.0,1842.0
M02,OP11,good,M02_Feb_2020_OP11_004.h5,1.3514860733695653,319.8964164286392,319.8992712690854,1909.0,-1825.0,1909.0,5.385326086956522,350.90007889072734,350.9414012375592,1395.0,-1376.0,1395.0,-1031.7867017663043,196.56002219819194,1050.3426299395555,-271.0,-1764.0,1764.0
M02,OP11,good,M02_Feb_2020_OP11_005.h5,1.5070716594827587,319.0252285919463,319.0287882670315,1883.0,-1840.0,1883.0,4.967992322198276,341.3326872276369,341.36883911357995,1278.0,-1243.0,1278.0,-1031.5572130926723,191.94463499821623,1049.2630874990884,-292.0,-1764.0,1764.0
M02,OP12,bad,M02_Feb_2019_OP12_000.h5,20.486087799072266,402.6908264160156,403.2115783691406,2033.0,-1955.0,2033.0,17.652565002441406,252.3733367919922,252.98995971679688,1290.0,-1339.0,1339.0,-1049.373779296875,427.90911865234375,1133.2659912109375,409.0,-2750.0,2750.0
M02,OP12,bad,M02_Feb_2019_OP12_001.h5,20.42644500732422,402.52484130859375,403.0428161621094,2033.0,-2047.0,2047.0,17.605649948120117,251.20394897460938,251.8201446533203,1294.0,-1434.0,1434.0,-1049.4261474609375,426.0404052734375,1132.610107421875,532.0,-2691.0,2691.0
M02,OP12,good,M02_Aug_2019_OP12_000.h5,1.4742042054521276,457.5417030058541,457.54407795045995,2264.0,-2689.0,2689.0,2.819128158244681,258.5910059839715,258.6063724260773,1748.0,-1799.0,1799.0,-1031.3694834607713,253.15097971978284,1061.983253138779,509.0,-3076.0,3076.0
M02,OP12,good,M02_Aug_2019_OP12_001.h5,0.6727666440217391,492.9395797075031,492.94003880509354,2555.0,-3173.0,3173.0,2.534561820652174,301.1289687488516,301.1396350920443,2043.0,-1817.0,2043.0,-1032.353759765625,306.2460430722682,1076.8198197468523,759.0,-3334.0,3334.0
M02,OP12,good,M02_Aug_2019_OP12_002.h5,1.4201088763297873,442.0941015944635,442.09638244825805,2032.0,-2559.0,2559.0,3.5850544381648937,243.26191068430433,243.28832648753013,1571.0,-1862.0,1862.0,-1031.9164311835107,243.77198337030612,1060.3189618330919,564.0,-2689.0,2689.0
M02,OP12,good,M02_Aug_2019_OP12_003.h5,1.3000042002688172,444.34826741952816,444.3501690892637,2553.0,-2799.0,2799.0,3.3549647177419355,244.33130734215987,244.3543401206254,1503.0,-1811.0,1811.0,-1032.0120022681451,234.9685703091222,1058.42288422852,183.0,-2646.0,2646.0
M02,OP12,good,M02_Aug_2019_OP12_004.h5,1.283655427631579,448.49225315394796,448.49409016213565,2246.0,-2695.0,2695.0,3.4594058388157896,251.3599810366643,251.38378538702506,1618.0,-1709.0,1709.0,-1032.1950143914473,252.85709005519283,1062.7150397570085,361.0,-2724.0,2724.0
M02,OP12,good,M02_Aug_2019_OP12_005.h5,0.9654708059210526,475.02169549890993,475.02267664663776,2235.0,-3062.0,3062.0,3.9111328125,269.36620884770997,269.3946017069851,1926.0,-2074.0,2074.0,-1031.764298930921,272.90751997590223,1067.2469643938148,435.0,-2879.0,2879.0
M02,OP12,good,M02_Aug_2019_OP12_006.h5,0.6932866522606383,460.33108030849144,460.33160237416354,2246.0,-2641.0,2641.0,3.3831761136968086,253.82386761537774,253.84641350991168,1829.0,-2182.0,2182.0,-1031.7543633643618,267.040480387902,1065.7521684177802,714.0,-2945.0,2945.0
M02,OP12,good,M02_Aug_2019_OP12_007.h5,0.926020196143617,488.34197688533305,488.34285486907544,2391.0,-2955.0,2955.0,3.163293716755319,287.21182266956333,287.22924208428213,2115.0,-2510.0,2510.0,-1032.1902842420213,300.6724613768907,1075.0910249434987,634.0,-3136.0,3136.0
M02,OP12,good,M02_Aug_2019_OP12_008.h5,0.8961519281914894,479.28431167787187,479.2851494766031,2250.0,-3000.0,3000.0,3.223788646941489,275.2031475532441,275.22202898106246,1838.0,-1879.0,1879.0,-1032.2785696476064,281.12099639013974,1069.8729176706424,579.0,-2961.0,2961.0
M02,OP12,good,M02_Aug_2019_OP12_009.h5,0.9395362367021277,471.17572969809635,471.1766664265896,2194.0,-2885.0,2885.0,2.6058739195478724,268.5528178835092,268.5654604971716,1735.0,-2215.0,2215.0,-1032.2239133144947,283.39255939677486,1070.4193336911212,771.0,-3427.0,3427.0
M02,OP12,good,M02_Aug_2019_OP12_010.h5,0.6275287828947368,437.71908762332686,437.7195374462637,2108.0,-2506.0,2506.0,2.887417763157895,246.88821831283752,246.9051022620357,1715.0,-1932.0,1932.0,-1032.3457648026315,231.41135444401974,1057.9645518974376,435.0,-2795.0,2795.0
M02,OP12,good,M02_Aug_2019_OP12_011.h5,1.1858793218085106,453.79857738301524,453.8001268671202,2199.0,-2652.0,2652.0,2.260503241356383,258.2378248318445,258.2477183806017,1883.0,-1934.0,1934.0,-1032.2743621176862,252.68216347283666,1062.7505043154717,568.0,-2931.0,2931.0
M02,OP12,good,M02_Aug_2019_OP12_012.h5,1.3959233710106382,430.5042249370696,430.50648809364617,1977.0,-2736.0,2736.0,3.1106424534574466,234.77054870482593,234.79115536075523,1481.0,-1588.0,1588.0,-1031.8503885472076,215.94092736096817,1054.2038268070069,267.0,-2477.0,2477.0
M02,OP12,good,M02_Aug_2019_OP12_013.h5,1.0682970412234043,444.44192121452113,444.4432051358451,2080.0,-2810.0,2810.0,3.313954454787234,247.701697460449,247.72386485543984,1883.0,-1873.0,1883.0,-1031.6900868517287,233.4916510395756,1057.7820127102343,314.0,-2904.0,2904.0
M02,OP12,good,M02_Aug_2019_OP12_014.h5,0.9153681216032609,433.451308519263,433.45227506134904,2053.0,-2746.0,2746.0,3.0227369225543477,241.9029031575732,241.92178796992474,1503.0,-1586.0,1586.0,-1031.8272545855978,218.50812124103788,1054.710046578651,203.0,-2607.0,2607.0
M02,OP12,good,M02_Aug_2019_OP12_015.h5,1.1807575631648937,478.7338037508054,478.7352598693119,2490.0,-3004.0,3004.0,2.63432928856383,273.9445385040934,273.95720444445567,1981.0,-1967.0,1981.0,-1031.8839968417553,291.0291944967335,1072.1392516774738,700.0,-2957.0,2957.0
M02,OP12,good,M02_Aug_2019_OP12_016.h5,0.8903577302631579,465.9997079858333,466.00055856164994,2213.0,-2734.0,2734.0,2.724105674342105,264.30395163025923,264.3179895487543,1789.0,-1955.0,1955.0,-1031.966642680921,277.34531348253705,1068.5857824792815,726.0,-2773.0,2773.0
M02,OP12,good,M02_Aug_2019_OP12_017.h5,1.328316066576087,468.3668242665572,468.36870785430654,2297.0,-2869.0,2869.0,2.711722995923913,267.1019356894524,267.11570056935807,1766.0,-2037.0,2037.0,-1031.9765412703805,277.18389422798197,1068.553458162841,913.0,-2799.0,2799.0
M02,OP12,good,M02_Aug_2020_OP12_000.h5,-0.6107230808423914,415.6795954080896,415.6800440498852,2240.0,-2131.0,2240.0,4.499416185461956,288.95673138335354,288.99176001706616,1469.0,-1668.0,1668.0,-1031.105659816576,320.13250818863827,1079.6590686438592,507.0,-2484.0,2484.0
M02,OP12,good,M02_Aug_2020_OP12_001.h5,0.2071546052631579,412.70454930702294,412.70460129703355,2317.0,-2186.0,2317.0,4.504533305921052,277.80894027825684,277.8454572578653,1592.0,-1528.0,1592.0,-1031.2321032072368,311.64618043516623,1077.2942924127321,622.0,-2426.0,2426.0
M02,OP12,good,M02_Aug_2020_OP12_002.h5,-0.9571340460526315,414.24764526576814,414.2487510105683,2172.0,-2436.0,2436.0,2.3874897203947367,287.60452788340393,287.6144373396451,1567.0,-1624.0,1624.0,-1032.370158305921,324.90608549415396,1082.2902143841673,484.0,-2410.0,2410.0
M02,OP12,good,M02_Aug_2020_OP12_003.h5,-1.8468098958333334,419.016783373814,419.0208532468631,2418.0,-2213.0,2418.0,2.353103298611111,294.63471052211315,294.6441069147376,2002.0,-1795.0,2002.0,-1032.7292860243056,346.0916873364202,1089.1782380563993,655.0,-2851.0,2851.0
M02,OP12,good,M02_Aug_2021_OP12_000.h5,-1.8663875498670213,418.6274155755924,418.6315760594105,1938.0,-2086.0,2086.0,-1.0613676030585106,273.085526401732,273.08758893677293,1729.0,-1897.0,1897.0,-1033.1069543716756,289.63076226861955,1072.9380026932688,349.0,-2233.0,2233.0
M02,OP12,good,M02_Aug_2021_OP12_001.h5,-1.7319490131578947,418.33416490031755,418.33775011374513,2006.0,-1987.0,2006.0,-0.3301603618421053,184.46503800389982,184.46533346849955,1360.0,-1034.0,1360.0,-1032.3992907072368,293.03581794342125,1073.1813854379768,80.0,-2033.0,2033.0
M02,OP12,good,M02_Aug_2021_OP12_002.h5,1.072612441588785,250.05519692746972,250.05749740386813,1756.0,-1797.0,1797.0,5.514739705023365,116.72725079748913,116.8574491966776,745.0,-745.0,745.0,-1032.6831921728972,88.43974833707797,1036.463296254301,-402.0,-1567.0,1567.0
M02,OP12,good,M02_Feb_2019_OP12_000.h5,18.1318302154541,418.1192321777344,418.5121765136719,2069.0,-2684.0,2684.0,15.29843521118164,271.5085754394531,271.939208984375,2012.0,-1690.0,2012.0,-1049.263916015625,252.5234832763672,1079.22314453125,530.0,-2588.0,2588.0
M02,OP12,good,M02_Feb_2020_OP12_000.h5,1.598297119140625,403.9317033172473,403.934865415767,2043.0,-2051.0,2051.0,6.200215657552083,258.2841631952548,258.3585718176836,1350.0,-1483.0,1483.0,-1031.0864664713542,287.3995634729144,1070.3914286020813,333.0,-2229.0,2229.0
M02,OP12,good,M02_Feb_2020_OP12_001.h5,1.698643092105263,400.0584200428382,400.06202623534057,2063.0,-2071.0,2071.0,5.6244243421052635,259.8325066990225,259.8933736875137,1383.0,-1600.0,1600.0,-1031.2056846217106,292.3260221082771,1071.839384981621,308.0,-2295.0,2295.0
M02,OP12,good,M02_Feb_2020_OP12_002.h5,1.2740542763157894,401.1077210972869,401.1097445066099,2045.0,-2006.0,2045.0,4.720641447368421,273.85616963343926,273.8968530340823,1350.0,-1520.0,1520.0,-1031.3950760690789,301.85629489833667,1074.6594929135892,324.0,-2217.0,2217.0
M02,OP12,good,M02_Feb_2020_OP12_003.h5,1.7884662828947369,400.8844335222972,400.8884229460089,2043.0,-2133.0,2133.0,4.961595394736842,272.10624668159585,272.15147787951946,1469.0,-1446.0,1469.0,-1031.5143297697368,295.866910348606,1073.1071899673116,279.0,-2328.0,2328.0
M02,OP12,good,M02_Feb_2020_OP12_004.h5,1.296116605718085,403.3145877789506,403.3166704136596,2065.0,-2073.0,2073.0,5.402582696143617,273.5780843107774,273.631423844089,1397.0,-1395.0,1397.0,-1031.5933344414893,302.22293138059376,1074.9527933432191,314.0,-2258.0,2258.0
M02,OP12,good,M02_Feb_2020_OP12_005.h5,1.4633634868421053,401.13435174252714,401.1370209549252,2225.0,-2035.0,2225.0,5.17424958881579,270.79365215727677,270.8430817050411,1559.0,-1512.0,1559.0,-1031.3554379111843,296.9052558513093,1073.2412451360142,150.0,-2199.0,2199.0
M02,OP12,good,M02_Feb_2021_OP12_000.h5,-2.1607142857142856,401.12546336091043,401.13128280243814,1991.0,-2199.0,2199.0,-1.1809032206632653,230.6545626317937,230.6575856009956,1350.0,-1442.0,1442.0,-1032.995396205357,210.84984005909064,1054.294618991488,-124.0,-1932.0,1932.0
M02,OP12,good,M02_Feb_2021_OP12_001.h5,-1.7728495695153061,401.95888402498,401.9627936043378,2020.0,-2022.0,2022.0,0.8266501913265306,233.47606452939593,233.4775279522067,1534.0,-1581.0,1581.0,-1032.4637476084183,210.87315463491603,1053.7783815733274,-111.0,-1948.0,1948.0
M02,OP12,good,M02_Feb_2021_OP12_002.h5,-1.0666036402925532,399.4087581305048,399.41018228717894,2065.0,-2045.0,2065.0,2.519365026595745,246.5650200498776,246.5778909641612,1520.0,-1479.0,1520.0,-1031.9521172706118,231.35129426643988,1057.567299843398,-138.0,-2032.0,2032.0
M02,OP12,good,M02_Feb_2021_OP12_003.h5,-1.588008996212121,394.25605428427053,394.259252411879,2096.0,-2160.0,2160.0,-0.016907354797979796,224.65621127335748,224.65621190957103,1401.0,-1298.0,1401.0,-1032.5734690656566,204.7666636183237,1052.6810321971534,-150.0,-1893.0,1893.0
M02,OP12,good,M02_Feb_2021_OP12_004.h5,-1.6561513573232323,396.7649663058094,396.76842279214765,2121.0,-2082.0,2121.0,0.3890368529040404,225.83008176576087,225.83041686186374,1374.0,-1403.0,1403.0,-1031.7160767834596,203.95755057862715,1051.68281602938,-171.0,-1893.0,1893.0
M02,OP12,good,M02_Feb_2021_OP12_005.h5,-1.0284288194444444,399.75832807037983,399.7596509497452,2225.0,-2061.0,2225.0,0.613705413510101,224.47161352945514,224.47245246321793,1413.0,-1319.0,1413.0,-1032.6201961016413,207.9337293881383,1053.3474760088677,-171.0,-1914.0,1914.0
M02,OP12,good,M02_Feb_2021_OP12_006.h5,-1.505121758643617,397.65061108052765,397.65345954011946,2119.0,-2016.0,2119.0,-0.6179666722074468,226.23749447686333,226.23833846184587,1426.0,-1772.0,1772.0,-1032.755734707447,216.63699865795172,1055.2326742281266,-181.0,-1899.0,1899.0
M02,OP12,good,M02_Feb_2021_OP12_007.h5,-1.45233154296875,392.4037005575755,392.4063881719946,2102.0,-2065.0,2102.0,2.2782796223958335,226.82700775877225,226.83844913690433,1452.0,-1563.0,1563.0,-1032.0694274902344,213.08311211934387,1053.83666468314,-203.0,-1938.0,1938.0
M02,OP12,good,M02_Feb_2021_OP12_008.h5,-1.90234375,395.96514812326865,395.96971783209034,2030.0,-2041.0,2041.0,1.4915561868686869,235.41010442659186,235.4148296220896,1481.0,-1610.0,1610.0,-1031.6771129261363,212.39919920426945,1053.3143335007944,-197.0,-1914.0,1914.0
M02,OP12,good,M02_Feb_2021_OP12_009.h5,-0.9958866003787878,398.5281981005025,398.529442414678,2123.0,-2028.0,2123.0,2.0322956123737375,241.34497349335837,241.353530025906,1542.0,-1561.0,1561.0,-1032.0367049400252,227.4853192938148,1056.8109248288804,-31.0,-1897.0,1897.0
M02,OP13,good,M02_Aug_2019_OP13_000.h5,2.4684600830078125,381.64400972476705,381.6519925979419,2197.0,-1992.0,2197.0,4.96881103515625,232.84049224314427,232.89350336824086,1924.0,-1858.0,1924.0,-1031.5415802001953,179.65305532182805,1047.06888597092,493.0,-2609.0,2609.0
M02,OP13,good,M02_Aug_2019_OP13_001.h5,2.4616546630859375,381.3141500292708,381.32209581432016,2014.0,-1903.0,2014.0,5.0514678955078125,230.35575386079137,230.41113398590974,1791.0,-1758.0,1791.0,-1031.9183349609375,179.42967588894112,1047.401765617265,507.0,-2691.0,2691.0
M02,OP13,good,M02_Aug_2019_OP13_002.h5,2.6274489182692307,376.19492846326995,376.20410376456937,1957.0,-2008.0,2008.0,4.277328725961539,231.39893202437852,231.4384611145107,1903.0,-2084.0,2084.0,-1032.0871995192308,177.78079529660093,1047.2869705041405,349.0,-2623.0,2623.0
M02,OP13,good,M02_Aug_2019_OP13_003.h5,1.9069061279296875,380.2755566002984,380.28033769660965,1979.0,-1938.0,1979.0,4.412200927734375,233.92355861365738,233.96516576512818,1897.0,-1877.0,1897.0,-1031.9492645263672,181.39545695177367,1047.7707747209085,568.0,-2588.0,2588.0
M02,OP13,good,M02_Aug_2019_OP13_004.h5,1.8989410400390625,381.62590170563413,381.6306261684352,1992.0,-1959.0,1992.0,4.380096435546875,240.90691530675838,240.94673080870456,2373.0,-1858.0,2373.0,-1032.0452270507812,183.6284729442898,1048.2541517943778,437.0,-2596.0,2596.0
M02,OP13,good,M02_Aug_2019_OP13_005.h5,2.6009674072265625,379.5795027473486,379.5884138608263,1950.0,-1975.0,1975.0,4.8193206787109375,238.9768279131291,239.02541733302252,1905.0,-1924.0,1924.0,-1032.0121612548828,176.81267343155866,1047.0491022220444,359.0,-2451.0,2451.0
M02,OP13,good,M02_Aug_2019_OP13_006.h5,2.14697265625,380.05723121446266,380.063295373271,2076.0,-1881.0,2076.0,4.29119873046875,243.59635158755185,243.63414558167037,2012.0,-2000.0,2012.0,-1031.982894897461,181.2594130530343,1047.7803539775282,503.0,-2797.0,2797.0
M02,OP13,good,M02_Aug_2019_OP13_007.h5,2.229583740234375,381.3213202870596,381.3278384135115,1950.0,-1977.0,1977.0,4.2054595947265625,244.70897415618157,244.74510806750283,2010.0,-2311.0,2311.0,-1032.1136474609375,181.6472463323454,1047.9762895100462,532.0,-2699.0,2699.0
